Index,Original_中轴承温度,Original_A相线温度,Original_电机前轴承温度,Original_垂直振动,Original_水平振动,Original_出口烟气温度,Reconstructed_中轴承温度,Reconstructed_A相线温度,Reconstructed_电机前轴承温度,Reconstructed_垂直振动,Reconstructed_水平振动,Reconstructed_出口烟气温度,Error_中轴承温度,Error_A相线温度,Error_电机前轴承温度,Error_垂直振动,Error_水平振动,Error_出口烟气温度,Threshold_中轴承温度,Threshold_A相线温度,Threshold_电机前轴承温度,Threshold_垂直振动,Threshold_水平振动,Threshold_出口烟气温度,Warning_中轴承温度,Warning_A相线温度,Warning_电机前轴承温度,Warning_垂直振动,Warning_水平振动,Warning_出口烟气温度
67,66.57374,71.45887,66.67816,0.32356495,0.27472523,151.40259,66.27211,71.18604,67.182144,0.32424533,0.27517828,151.45929,0.301630015,0.272827214,0.503984165,0.000680384,0.000453053,0.056699551,0.904397436,3.929164198,1.010477303,0.002666091,0.002834282,0.824214277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68,66.57374,71.45887,66.67816,0.2991454,0.27472523,151.45265,66.29304,70.775856,67.21364,0.299476,0.2757078,151.57108,0.280702585,0.683013982,0.535478306,0.000330598,0.000982581,0.118425439,0.894292348,3.836723551,1.018247388,0.00266788,0.00288472,0.828990212,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69,66.57374,71.45887,66.67816,0.33577502,0.27472523,151.47845,66.28876,71.38336,67.18264,0.33618632,0.27497634,151.55153,0.284982676,0.075508184,0.504480076,0.0004113,0.000251113,0.073078931,0.810338732,3.555305001,0.999344676,0.001770499,0.002815111,0.752213568,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70,66.57374,71.45887,66.67816,0.33577502,0.2991454,151.47845,66.24548,72.25328,67.13141,0.33609077,0.29948232,151.26122,0.328256602,0.79441064,0.453248691,0.000315753,0.000336916,0.21723479,0.810492211,3.49143383,0.987123639,0.001689613,0.002821189,0.753413572,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71,66.57374,71.45887,66.67816,0.2991454,0.2869353,151.47845,66.2414,70.99981,67.186134,0.2991503,0.28699288,151.3903,0.332338328,0.459060735,0.507974338,4.89E-06,5.76E-05,0.088145435,0.765056178,3.340403084,0.985981621,0.001667059,0.002716863,0.753180301,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,66.57374,71.43274,66.67816,0.32356495,0.27472523,151.47845,66.26996,71.187515,67.17661,0.32426006,0.27517545,151.5279,0.303781504,0.245224741,0.498452854,0.000695106,0.000450222,0.049443066,0.754808645,3.139430105,0.963198954,0.001790234,0.002518712,0.775637629,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
73,66.57374,71.43274,66.67816,0.33577502,0.2991454,151.5285,66.2412,72.249466,67.12431,0.33609894,0.29949012,151.30867,0.332536692,0.816725942,0.446153354,0.000323919,0.000344724,0.219829956,0.75080796,3.166190194,0.96341237,0.001770564,0.002456512,0.755858078,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
74,66.57374,71.43274,66.67816,0.2991454,0.27472523,151.5285,66.28941,70.775566,67.20713,0.2994695,0.2756913,151.6392,0.284326548,0.657173899,0.528970432,0.000324101,0.000966071,0.110705933,0.643718131,2.633672587,0.826279033,0.001628994,0.002299754,0.609375432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
75,66.59983,71.40659,66.67816,0.31135547,0.2991454,151.50272,66.20439,71.85683,67.15769,0.31129882,0.29873905,151.15555,0.395438521,0.450236782,0.479531956,5.67E-05,0.000406354,0.347171904,0.664473974,2.603474924,0.820556094,0.001675932,0.002299467,0.712813123,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76,66.59983,71.40659,66.67816,0.2869353,0.2869353,151.50272,66.26509,70.65318,67.20839,0.2869614,0.28725046,151.58215,0.334739058,0.753407017,0.530229282,2.61E-05,0.000315159,0.07943332,0.652605474,2.638596823,0.825856281,0.001673586,0.002302151,0.714056302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77,66.59983,71.40659,66.67816,0.39682543,0.2869353,151.50272,65.86522,72.89719,67.04955,0.39519346,0.2870883,151.23973,0.734610884,1.490596279,0.371392917,0.001631972,0.000153005,0.262989165,1.039008393,2.897951587,0.827198921,0.002809231,0.002338843,0.740955994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
78,66.59983,71.40659,66.67816,0.2991454,0.31135547,151.57857,66.12355,71.879395,67.05479,0.2987846,0.31145886,151.23122,0.476279585,0.472804531,0.376626682,0.000360786,0.000103386,0.347353569,1.073815465,2.84563199,0.856574784,0.002799016,0.002311631,0.811962681,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79,66.59983,71.38045,66.704254,0.31135547,0.26251513,151.50272,66.2811,71.01649,67.23657,0.31149113,0.2633046,151.69809,0.318732588,0.363962878,0.532318266,0.000135662,0.000789461,0.1953696,1.074471836,2.82466653,0.866427275,0.002817878,0.002420839,0.807745343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,66.59983,71.38045,66.704254,0.32356495,0.2869353,151.57857,66.27774,71.644005,67.18211,0.3242364,0.2873866,151.35216,0.322089521,0.263554822,0.477859647,0.000671443,0.000451296,0.226412407,1.072931435,2.841054993,0.865158615,0.002828866,0.002423957,0.776392009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81,66.59983,71.38045,66.704254,0.3601952,0.27472523,151.50272,66.22318,71.984375,67.14381,0.35930812,0.27445894,151.52611,0.376647322,0.603925,0.439552458,0.000887076,0.000266285,0.023387788,1.071087253,2.816471024,0.846789272,0.002963007,0.002188571,0.808286701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
82,66.59983,71.354294,66.704254,0.32356495,0.2869353,151.57857,66.275,71.636086,67.17944,0.3242315,0.28737664,151.34799,0.324828474,0.28179151,0.475189359,0.000666555,0.000441342,0.230578057,1.071447483,2.79424731,0.846595986,0.002995565,0.002190368,0.812068139,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
83,66.59983,71.354294,66.704254,0.32356495,0.27472523,151.57857,66.27734,71.2208,67.181435,0.3242756,0.2751617,151.60039,0.32248625,0.133491693,0.477180631,0.000710663,0.000436483,0.021817573,1.052062723,2.780685559,0.81115182,0.003006146,0.002134801,0.836328628,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
84,66.59983,71.354294,66.704254,0.32356495,0.2869353,151.57857,66.275,71.636086,67.17944,0.3242315,0.28737664,151.34799,0.324828474,0.28179151,0.475189359,0.000666555,0.000441342,0.230578057,1.05184697,2.729032529,0.804622312,0.003031983,0.002107263,0.84630384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
85,66.59983,71.32817,66.704254,0.33577502,0.27472523,151.57857,66.29278,71.40407,67.183586,0.33618802,0.274942,151.61928,0.307051985,0.075897993,0.479332121,0.000412998,0.000216781,0.040707954,1.049451677,2.779715308,0.795885299,0.003032245,0.002127684,0.863661575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86,66.59983,71.32817,66.704254,0.33577502,0.2869353,151.55278,66.298454,71.75371,67.184586,0.33620235,0.28730795,151.3869,0.301375715,0.425537886,0.480331571,0.000427333,0.000372648,0.165878145,1.045389051,2.762866618,0.791071409,0.003032263,0.002126675,0.864233119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
87,66.59983,71.32817,66.704254,0.2991454,0.2869353,151.62862,66.24189,71.00762,67.18247,0.2991721,0.28695244,151.49431,0.357940046,0.320548235,0.478218229,2.67E-05,1.71E-05,0.134311528,1.043942826,2.755587301,0.7870761,0.003073689,0.00220719,0.851022644,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,66.62594,71.30202,66.704254,0.38461536,0.32356495,151.55278,66.2072,73.13719,67.01009,0.3835574,0.32483613,151.22273,0.418740903,1.835171772,0.305839689,0.001057951,0.001271185,0.330047456,1.047881105,3.618265993,0.858904261,0.003259742,0.00249132,0.90591419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,66.62594,71.30202,66.704254,0.32356495,0.32356495,151.62862,66.068596,72.99965,66.921074,0.32421786,0.3246648,151.16283,0.557344114,1.697629048,0.216819914,0.000652906,0.001099851,0.465793462,1.114111665,4.079052076,0.995112637,0.00327953,0.002773957,1.036997926,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,66.62594,71.30202,66.704254,0.37240526,0.32356495,151.62862,66.17004,73.284386,66.98909,0.37209055,0.32439974,151.21378,0.455903684,1.982365681,0.284835966,0.000314712,0.00083479,0.414844365,1.127421836,4.722566795,1.044264573,0.003279654,0.002865578,1.115086978,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,66.62594,71.30202,66.704254,0.3601952,0.2869353,151.62862,66.25537,72.29983,67.11945,0.35986558,0.28756505,151.56628,0.370568906,0.997807576,0.41519943,0.000329624,0.000629753,0.06233582,1.125671174,4.760957407,1.031544157,0.003193564,0.00280753,1.122446296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92,66.62594,71.30202,66.704254,0.33577502,0.32356495,151.67868,66.082535,73.13829,66.9301,0.33621925,0.3246121,151.19667,0.54340521,1.836270405,0.225845487,0.000444231,0.001047161,0.482009468,1.16652841,5.118943393,1.093018053,0.00316762,0.00298371,1.208463539,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
93,66.62594,71.30202,66.73036,0.37240526,0.2991454,151.60283,66.12716,72.78107,67.07486,0.37176698,0.3002041,151.28934,0.498780881,1.479046895,0.344499619,0.000638276,0.001058698,0.313492842,1.184722134,5.281719766,1.098112807,0.003173528,0.003128754,1.223684954,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
94,66.62594,71.27587,66.73036,0.3601952,0.2869353,151.67868,66.26077,72.32903,67.125496,0.35988,0.2875725,151.60905,0.365167295,1.053162898,0.395135911,0.0003152,0.000637203,0.069625435,1.168223191,5.307089166,1.068518313,0.00317478,0.003032818,1.235212791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
95,66.62594,71.30202,66.73036,0.34798512,0.31135547,151.67868,66.186134,72.80836,67.04638,0.34833196,0.3120151,151.39238,0.439805662,1.506337239,0.316019089,0.000346838,0.000659616,0.286300239,1.172063146,5.425569006,1.067286511,0.003098264,0.003039658,1.217635662,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
96,66.62594,71.30202,66.73036,0.39682543,0.31135547,151.65288,66.07236,73.22525,67.0237,0.39502552,0.31231678,151.30334,0.553582822,1.923230244,0.293336899,0.001799908,0.000961305,0.349535273,1.204963425,5.745148038,1.043874911,0.003709196,0.003110749,1.223379565,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97,66.62594,71.30202,66.73036,0.3601952,0.32356495,151.72873,66.14032,73.29982,66.98292,0.36001503,0.32430258,151.33026,0.485620176,1.997799946,0.252557786,0.000180165,0.000737634,0.39846877,1.01615729,5.972632651,1.072652729,0.003237119,0.00304301,1.262007929,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
98,66.62594,71.30202,66.73036,0.37240526,0.33577502,151.62712,66.27492,73.54293,66.92866,0.37254247,0.33700338,151.29095,0.351022397,2.240910603,0.198297532,0.000137211,0.00122836,0.33616541,1.004365395,6.35000229,1.123061677,0.003287216,0.003115572,1.258638312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
99,66.62594,71.30202,66.73036,0.32356495,0.31135547,151.70296,66.13999,72.656456,67.04188,0.32394767,0.31144485,151.45602,0.48594824,1.354435994,0.311517747,0.000382718,8.94E-05,0.24693583,1.011593811,6.2903675,1.074575922,0.003233991,0.003235857,1.258809383,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100,66.62594,71.30202,66.73036,0.3601952,0.32356495,151.72873,66.14032,73.29982,66.98292,0.36001503,0.32430258,151.33026,0.485620176,1.997799946,0.252557786,0.000180165,0.000737634,0.39846877,1.014058898,6.354233044,1.060356097,0.003261776,0.003234209,1.295223863,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
101,66.62594,71.32817,66.73036,0.33577502,0.32356495,151.8046,66.08424,73.176056,66.939545,0.33620566,0.32463887,151.29924,0.541696226,1.847885908,0.209184678,0.000430641,0.001073923,0.505359888,1.048463023,6.41254228,1.069579126,0.00317927,0.003267275,1.321925195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102,66.62594,71.32817,66.73036,0.34798512,0.31135547,151.8046,66.1856,72.81429,67.041985,0.34832972,0.3120418,151.51302,0.440339719,1.486122908,0.311624558,0.000344603,0.000686319,0.291584253,1.033102216,6.227410288,1.030791444,0.003160895,0.003245451,1.322847145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103,66.62594,71.354294,66.73036,0.31135547,0.31135547,151.90625,66.121254,72.40014,67.04395,0.31147557,0.31138998,151.59032,0.504686033,1.045844855,0.313592942,0.000120105,3.45E-05,0.315933228,1.025871093,5.907383898,0.984285323,0.003164233,0.003404012,1.252761537,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
104,66.62594,71.354294,66.73036,0.32356495,0.31135547,151.90625,66.12275,72.69604,67.03642,0.32393447,0.31147435,151.63892,0.503190671,1.341743292,0.306062729,0.000369516,0.000118883,0.267333984,1.011577575,5.605490248,0.931241209,0.003131464,0.003505304,1.250393521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105,66.62594,71.354294,66.73036,0.38461536,0.31135547,151.90625,66.05376,73.23333,67.02362,0.38322598,0.31244633,151.41808,0.572183286,1.879035773,0.293260605,0.001389383,0.001090856,0.488174438,1.006407889,5.129419579,0.864982898,0.003547106,0.003515078,1.224170451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
106,66.62594,71.38045,66.75648,0.33577502,0.32356495,151.88045,66.09286,73.22065,66.95375,0.3362057,0.32467514,151.3644,0.533082639,1.840199719,0.19727061,0.000430671,0.001110193,0.516054858,0.961694179,4.768703366,0.803331975,0.003547094,0.003554355,1.257053931,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
107,66.62594,71.38045,66.75648,0.3601952,0.31135547,151.95631,66.23039,72.85464,67.02509,0.36055374,0.3126399,151.66187,0.395547544,1.474187146,0.268613079,0.000358541,0.001284422,0.294444766,0.944447259,4.095529071,0.698838583,0.00347817,0.003457896,1.20997848,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108,66.62594,71.40659,66.75648,0.3601952,0.33577502,151.93053,66.17185,73.881546,66.92855,0.35988224,0.33682933,151.37376,0.454087888,2.474956021,0.17207072,0.000312964,0.001054314,0.556765962,0.938702068,4.433131803,0.725823335,0.003317246,0.003374418,1.281923202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
109,66.62594,71.40659,66.75648,0.34798512,0.31135547,151.93053,66.20028,72.86421,67.05418,0.34833497,0.3120965,151.63615,0.425660764,1.457622036,0.297696331,0.000349848,0.000741036,0.294375825,0.919165392,4.440456417,0.719022711,0.003292742,0.003313933,1.258757258,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110,66.62594,71.43274,66.75648,0.39682543,0.2991454,152.0064,65.95581,73.33691,67.06295,0.39505967,0.3000717,151.46953,0.670129453,1.904166433,0.306470134,0.001765755,0.000926287,0.536871802,1.024204945,4.416472554,0.721609199,0.003993529,0.003326424,1.306738692,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
111,66.62594,71.43274,66.75648,0.38461536,0.2991454,152.0064,66.016716,73.17746,67.08675,0.38337436,0.3000748,151.53003,0.609223997,1.744719717,0.330266216,0.001240997,0.000929386,0.476370703,1.039339674,4.239567174,0.670818264,0.004188048,0.003334501,1.222641363,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
112,66.62594,71.45887,66.75648,0.33577502,0.2991454,152.08228,66.26885,72.383644,67.13711,0.33617496,0.2996693,151.82338,0.357087766,0.924774104,0.380627849,0.000399945,0.000523896,0.258900483,1.061538584,4.442367279,0.697469477,0.004190543,0.003314418,1.208323026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
113,66.652054,71.485016,66.75648,0.34798512,0.31135547,152.08228,66.211464,72.905655,67.0617,0.34835103,0.31215227,151.7847,0.440590072,1.420638907,0.305218914,0.000365912,0.000796797,0.297581514,1.061762841,4.449745427,0.686223502,0.004189288,0.003262178,1.210061712,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
114,66.62594,71.485016,66.75648,0.33577502,0.31135547,152.08228,66.16547,72.858765,67.05181,0.33614212,0.31183797,151.80087,0.460473691,1.373748648,0.295331218,0.000367103,0.000482501,0.281407197,1.036958337,4.336952784,0.640446706,0.004183964,0.003286434,1.093510564,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115,66.62594,71.485016,66.75648,0.34798512,0.32356495,152.15814,66.09542,73.3985,66.972786,0.34808606,0.32457432,151.61989,0.530519163,1.913482535,0.21630595,0.000100939,0.001009372,0.538251694,1.040430214,4.371700735,0.643627884,0.004227882,0.003325451,1.136897108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
116,66.62594,71.51117,66.78257,0.33577502,0.31135547,152.15814,66.17671,72.89437,67.06164,0.3361399,0.31186298,151.872,0.449227964,1.383201033,0.279067878,0.000364868,0.000507505,0.286145981,1.02853641,4.352443034,0.64185,0.003553551,0.003318362,1.146851778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117,66.62594,71.51117,66.78257,0.3601952,0.2869353,152.15814,66.29059,72.554924,67.149574,0.36010447,0.2878578,152.1518,0.335351621,1.043754011,0.36700428,9.07E-05,0.000922501,0.006345566,1.067760486,4.400774178,0.671756206,0.00357385,0.003339723,1.317131683,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118,66.62594,71.537315,66.78257,0.3601952,0.2869353,152.23401,66.29309,72.57394,67.15025,0.36013308,0.28789565,152.23329,0.33284918,1.036621462,0.367683296,6.21E-05,0.00096035,0.000718374,1.077141267,4.273564707,0.678221533,0.003592647,0.003237895,1.448975819,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
119,66.62594,71.537315,66.78257,0.33577502,0.2991454,152.25978,66.27987,72.43502,67.14343,0.33620515,0.29975557,152.0042,0.34607092,0.897705447,0.360862617,0.000430135,0.000610173,0.255583833,1.102384306,4.417255666,0.694972427,0.003592505,0.003034642,1.447611254,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
120,66.62594,71.563446,66.78257,0.33577502,0.2991454,152.33566,66.27915,72.44411,67.14007,0.3362213,0.29979044,152.0837,0.346788083,0.880661056,0.357498054,0.000446288,0.000645042,0.251965542,1.122134118,4.41615303,0.707224585,0.003569943,0.003038865,1.445069693,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
121,66.62594,71.563446,66.78257,0.33577502,0.31135547,152.25978,66.17955,72.90872,67.06123,0.33614305,0.3118937,151.97638,0.446389829,1.345275924,0.278663521,0.000368027,0.000538232,0.283400605,1.104977362,4.330467636,0.686902729,0.003571183,0.002985861,1.401515259,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122,66.62594,71.58959,66.78257,0.33577502,0.2991454,152.33566,66.28187,72.45158,67.142944,0.33622417,0.29979968,152.0874,0.344072019,0.861986233,0.360374336,0.000449149,0.000654281,0.248257656,1.12320049,4.433299939,0.700072724,0.003568811,0.002987033,1.404758825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
123,66.62594,71.58959,66.78257,0.40903553,0.2991454,152.33566,65.92072,73.61206,67.07618,0.40695918,0.29975736,151.86443,0.705217039,2.022470547,0.293609504,0.002076354,0.000611961,0.471234341,1.235430806,4.559946994,0.698897032,0.004455232,0.002713001,1.436288698,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
124,66.652054,71.615746,66.78257,0.33577502,0.2991454,152.41153,66.28936,72.47876,67.14894,0.33624128,0.29982814,152.15656,0.362693954,0.863013766,0.36637104,0.000466255,0.000682742,0.254974824,1.240331602,4.667135399,0.714251378,0.004449332,0.002433553,1.437598353,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125,66.62594,71.615746,66.78257,0.37240526,0.31135547,152.41153,66.19955,73.16262,67.06071,0.37206602,0.313106,151.98705,0.426393186,1.546874544,0.278137092,0.000339239,0.00175053,0.424484712,1.210858774,4.576630725,0.715212124,0.004187829,0.002989871,1.415855,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
126,66.652054,71.64188,66.78257,0.32356495,0.31135547,152.41153,66.158325,72.88301,67.070564,0.32397372,0.31166744,152.1281,0.493728805,1.241130864,0.28799427,0.000408765,0.000311972,0.283432466,1.200348567,4.481884907,0.683038129,0.00418852,0.003046105,1.361273376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
127,66.652054,71.64188,66.78257,0.32356495,0.2991454,152.41153,66.26504,72.40053,67.16436,0.32393646,0.29945368,152.08176,0.387016463,0.758647954,0.381790046,0.000371512,0.000308276,0.329773408,1.201479776,4.590991925,0.699038684,0.004187627,0.002971555,1.36271475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
128,66.652054,71.66802,66.80868,0.3601952,0.2869353,152.46164,66.31925,72.66993,67.17685,0.36022392,0.28799313,152.45967,0.332801986,1.001909504,0.368169365,2.87E-05,0.001057833,0.001968979,1.21511129,3.997024488,0.640433956,0.004243036,0.002972948,1.365823554,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
129,66.652054,71.66802,66.80868,0.38461536,0.31135547,152.46164,66.12395,73.45706,67.074585,0.38355038,0.3127993,151.96483,0.528106856,1.789041768,0.265904961,0.001064984,0.001443835,0.496811509,1.231457247,4.113625263,0.649066659,0.004357253,0.003252428,1.422609334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130,66.62594,71.694176,66.80868,0.44566515,0.2991454,152.46164,65.98487,73.784256,67.16388,0.44359633,0.29920113,152.3121,0.641069089,2.090079981,0.355199395,0.002068817,5.57E-05,0.149536729,1.210250323,4.235353928,0.65419512,0.004632735,0.003437166,1.35599184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
131,66.62594,71.694176,66.80868,0.38461536,0.2991454,152.46164,66.041214,73.39249,67.12954,0.38351387,0.3002125,151.96259,0.584726011,1.698310572,0.32085949,0.001101492,0.001067102,0.499054551,1.196635495,4.21651718,0.653653807,0.004573921,0.003476367,1.367994722,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
132,66.652054,71.72033,66.80868,0.37240526,0.31135547,152.5375,66.22148,73.24841,67.08492,0.37212914,0.31319872,152.10025,0.430572677,1.528083086,0.276242791,0.000276118,0.001843245,0.437249756,1.187888375,4.197936678,0.643072685,0.00458527,0.003992846,1.402303463,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133,66.62594,71.72033,66.80868,0.34798512,0.2991454,152.6134,66.32809,72.58158,67.1343,0.34861952,0.30033883,152.45721,0.297853147,0.861251116,0.325620232,0.000634401,0.001193435,0.156185645,1.215284119,4.256531035,0.643430069,0.004587177,0.00406593,1.413980217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
134,66.62594,71.74646,66.80868,0.33577502,0.2869353,152.5375,66.38174,72.091675,67.24178,0.3363331,0.28759933,152.37184,0.244203245,0.345214805,0.433103142,0.000558076,0.000664025,0.165658569,1.259207826,4.552258608,0.691048076,0.004582658,0.00403772,1.422533495,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135,66.652054,71.74646,66.80868,0.34798512,0.2991454,152.66348,66.33687,72.60969,67.14231,0.34863243,0.30036002,152.50325,0.315185714,0.863227805,0.333631096,0.000647305,0.001214624,0.160229878,1.248471465,4.370440281,0.649523223,0.004532378,0.004090246,1.334171427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136,66.62594,71.772606,66.80868,0.37240526,0.2991454,152.58759,66.19575,73.15292,67.12373,0.37217742,0.30060217,152.31056,0.430192625,1.380317584,0.315053521,0.000227838,0.001456768,0.277027866,1.246220368,4.369888923,0.640709154,0.004552777,0.004214654,1.333214082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137,66.62594,71.772606,66.80868,0.34798512,0.31135547,152.66348,66.23549,73.01402,67.06928,0.3483639,0.3123693,152.38078,0.390451108,1.241416827,0.260602532,0.000378786,0.001013817,0.282696919,1.239786061,4.36959283,0.650840938,0.004497551,0.004223779,1.266910394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
138,66.62594,71.79876,66.80868,0.33577502,0.2869353,152.68929,66.38317,72.11185,67.23782,0.33638218,0.2876706,152.52914,0.242768918,0.313086924,0.429143486,0.00060716,0.000735312,0.160145713,1.270025017,4.618343388,0.684705496,0.004418187,0.004221115,1.193443808,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
139,66.652054,71.79876,66.80868,0.37240526,0.2991454,152.68929,66.20459,73.18539,67.13134,0.37221876,0.30064392,152.40785,0.447464156,1.386626658,0.322660027,0.000186502,0.001498521,0.281437827,1.268972174,4.62622106,0.679998523,0.004459427,0.004357153,1.193914432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
140,66.62594,71.82489,66.80868,0.33577502,0.31135547,152.76517,66.20987,73.01029,67.07488,0.33616593,0.31204933,152.4811,0.416070615,1.185402053,0.266202507,0.000390915,0.000693859,0.28407564,1.264198452,4.602194303,0.685984571,0.004464444,0.004349976,1.194327208,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
141,66.62594,71.82489,66.80868,0.34798512,0.31135547,152.73936,66.23833,73.02776,67.06986,0.34836987,0.3124012,152.46144,0.387612974,1.202873367,0.261182366,0.000384747,0.001045735,0.27791896,1.262111638,4.588605437,0.69179853,0.00446248,0.004315101,1.194076944,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
142,66.62594,71.82489,66.83479,0.33577502,0.2991454,152.73936,66.31112,72.582275,67.1613,0.33630866,0.300024,152.5182,0.31482092,0.757385391,0.326510659,0.000533638,0.000878603,0.221156265,1.268452368,4.61393659,0.685646451,0.004458749,0.004291931,1.196186536,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143,66.652054,71.85104,66.83479,0.37240526,0.2869353,152.81526,66.20715,73.01415,67.197174,0.37181833,0.28778556,152.69101,0.44490068,1.163112527,0.362384072,0.000586926,0.00085026,0.124250479,1.120071876,4.301751258,0.690448646,0.003588878,0.004258391,1.154186115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
144,66.62594,71.85104,66.83479,0.34798512,0.27472523,152.81526,66.42048,72.185074,67.23192,0.3481249,0.27536583,152.92168,0.205461179,0.334033853,0.397128335,0.000139772,0.000640599,0.106416636,1.174409678,4.498562213,0.703261329,0.003639767,0.004266757,1.179105909,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145,66.62594,71.8772,66.83479,0.33577502,0.2869353,152.89116,66.39598,72.16647,67.24492,0.336434,0.28775793,152.73582,0.229959165,0.289273389,0.410128823,0.000658987,0.000822633,0.155335415,1.204659745,4.604247029,0.720670081,0.003641334,0.003982966,1.135517154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
146,66.62594,71.8772,66.83479,0.32356495,0.2991454,152.89116,66.2843,72.50778,67.16731,0.3240434,0.29969174,152.58403,0.341638242,0.630581982,0.332522622,0.000478443,0.000546337,0.307129849,1.181425963,4.6253634,0.715367757,0.003637969,0.003893557,1.140156448,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
147,66.62594,71.90335,66.83479,0.33577502,0.2991454,152.89116,66.317276,72.60971,67.16119,0.33634728,0.3000964,152.67973,0.308663999,0.706360693,0.326396218,0.000572262,0.000950993,0.211426724,1.18501813,4.6339342,0.705845085,0.003631724,0.003734931,1.124330739,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
