中轴承温度,A相线温度,电机前轴承温度,垂直振动,水平振动,出口烟气温度,timestamp
60.02801,55.289803,61.30484,0.2991454,0.2869353,134.42160499999997,2023-05-26 16:58:00
60.02801,55.289803,61.30484,0.2869353,0.27472523,134.42160499999997,2023-05-26 16:58:00
60.02801,55.289803,61.30484,0.2869353,0.27472523,134.42160499999997,2023-05-26 16:59:00
60.02801,55.263783,61.30484,0.2991454,0.26251513,134.42160499999997,2023-05-26 16:59:00
60.02801,55.263783,61.30484,0.2991454,0.27472523,134.42160499999997,2023-05-26 16:59:00
60.02801,55.263783,61.30484,0.2991454,0.29304038,134.42160499999997,2023-05-26 16:59:00
60.02801,55.263783,61.30484,0.2869353,0.2869353,134.42160499999997,2023-05-26 16:59:00
60.001953,55.23778,61.30484,0.2869353,0.27472523,134.42160499999997,2023-05-26 16:59:00
60.001953,55.23778,61.30484,0.2991454,0.27472523,134.42160499999997,2023-05-26 17:00:00
60.001953,55.21176,61.30484,0.31135547,0.2869353,134.42160499999997,2023-05-26 17:00:00
60.001953,55.21176,61.30484,0.2991454,0.27472523,134.42160499999997,2023-05-26 17:00:00
60.001953,55.21176,61.30484,0.31135547,0.27472523,134.42160499999997,2023-05-26 17:00:00
60.001953,55.21176,61.30484,0.2869353,0.29304038,134.42160499999997,2023-05-26 17:00:00
60.001953,55.18574,61.30484,0.2869353,0.2869353,134.42160499999997,2023-05-26 17:00:00
60.001953,55.18574,61.30484,0.31135547,0.2869353,134.42160499999997,2023-05-26 17:01:00
60.001953,55.18574,61.30484,0.2991454,0.27472523,134.42160499999997,2023-05-26 17:01:00
60.001953,55.15972,61.30484,0.31135547,0.26251513,134.42160499999997,2023-05-26 17:01:00
60.001953,55.15972,61.30484,0.2991454,0.2869353,134.42160499999997,2023-05-26 17:01:00
60.001953,55.13372,61.30484,0.2991454,0.2869353,134.42160499999997,2023-05-26 17:01:00
60.001953,55.13372,61.30484,0.2991454,0.2869353,134.42160499999997,2023-05-26 17:01:00
60.001953,55.13372,61.30484,0.2869353,0.27472523,134.42160499999997,2023-05-26 17:02:00
60.001953,55.1077,61.330906,0.31135547,0.2869353,134.42160499999997,2023-05-26 17:02:00
60.001953,55.1077,61.30484,0.2869353,0.27472523,134.42160499999997,2023-05-26 17:02:00
60.001953,55.1077,61.330906,0.2869353,0.2869353,134.42160499999997,2023-05-26 17:02:00
60.001953,55.08168,61.30484,0.2991454,0.2869353,134.42160499999997,2023-05-26 17:02:00
60.001953,55.08168,61.330906,0.2869353,0.27472523,134.42160499999997,2023-05-26 17:02:00
60.001953,55.08168,61.330906,0.2869353,0.2869353,134.42160499999997,2023-05-26 17:03:00
60.001953,55.05566,61.30484,0.31746055,0.27472523,134.42160499999997,2023-05-26 17:03:00
60.001953,55.05566,61.330906,0.2991454,0.27472523,134.42160499999997,2023-05-26 17:03:00
60.001953,55.029663,61.330906,0.2991454,0.26251513,134.42160499999997,2023-05-26 17:03:00
60.001953,55.029663,61.330906,0.2991454,0.2869353,134.42160499999997,2023-05-26 17:03:00
60.001953,55.029663,61.330906,0.2991454,0.27472523,134.42160499999997,2023-05-26 17:03:00
60.001953,55.003643,61.330906,0.31135547,0.27472523,134.42160499999997,2023-05-26 17:04:00
60.001953,55.003643,61.330906,0.2869353,0.27472523,134.42160499999997,2023-05-26 17:04:00
60.001953,55.003643,61.330906,0.2991454,0.26251513,134.42160499999997,2023-05-26 17:04:00
60.001953,54.977623,61.330906,0.2991454,0.27472523,134.42160499999997,2023-05-26 17:04:00
60.001953,54.977623,61.330906,0.31135547,0.2869353,134.42160499999997,2023-05-26 17:04:00
60.001953,54.977623,61.330906,0.2869353,0.27472523,134.42160499999997,2023-05-26 17:04:00
60.001953,54.951626,61.330906,0.2991454,0.2869353,134.42160499999997,2023-05-26 17:05:00
60.001953,54.951626,61.330906,0.2991454,0.27472523,134.42160499999997,2023-05-26 17:05:00
60.001953,54.951626,61.330906,0.2869353,0.27472523,134.42160499999997,2023-05-26 17:05:00
60.001953,54.925606,61.330906,0.2991454,0.27472523,134.42160499999997,2023-05-26 17:05:00
60.001953,54.925606,61.330906,0.2991454,0.27472523,134.42160499999997,2023-05-26 17:05:00
59.975914,54.925606,61.330906,0.2991454,0.27472523,134.42160499999997,2023-05-26 17:05:00
