timestamp,中轴承温度,A相线温度,电机前轴承温度,垂直振动,水平振动,出口烟气温度
26/05/2023 16:51,60.02801,55.289803,61.27879,0.27472523,0.26251513,133.1119
26/05/2023 16:52,60.02801,55.289803,61.27879,0.27472523,0.27472523,133.16296
26/05/2023 16:52,60.02801,55.289803,61.27879,0.27472523,0.26251513,133.26353
26/05/2023 16:52,60.02801,55.289803,61.27879,0.27472523,0.26251513,133.31462
26/05/2023 16:52,60.05407,55.289803,61.27879,0.2991454,0.27472523,133.44075
26/05/2023 16:52,60.05407,55.289803,61.27879,0.2869353,0.27472523,133.34178
26/05/2023 16:52,60.05407,55.289803,61.27879,0.2869353,0.27472523,133.54294
26/05/2023 16:53,60.05407,55.289803,61.27879,0.2869353,0.27472523,133.51903
26/05/2023 16:53,60.05407,55.289803,61.27879,0.2869353,0.27472523,133.51903
26/05/2023 16:53,60.05407,55.289803,61.27879,0.2869353,0.2869353,133.64517
26/05/2023 16:53,60.05407,55.289803,61.27879,0.2869353,0.2869353,133.64517
26/05/2023 16:53,60.05407,55.289803,61.27879,0.2991454,0.2869353,133.64517
26/05/2023 16:53,60.05407,55.315823,61.27879,0.2869353,0.27472523,133.64517
26/05/2023 16:54,60.05407,55.315823,61.27879,0.2869353,0.27472523,133.69467
26/05/2023 16:54,60.05407,55.315823,61.27879,0.2869353,0.27472523,133.66911
26/05/2023 16:54,60.05407,55.315823,61.27879,0.2869353,0.26251513,133.66911
26/05/2023 16:54,60.05407,55.315823,61.27879,0.2869353,0.27472523,133.64354
26/05/2023 16:54,60.05407,55.315823,61.27879,0.27472523,0.26251513,133.7186
26/05/2023 16:54,60.05407,55.341824,61.27879,0.2869353,0.25030506,133.69302
26/05/2023 16:55,60.05407,55.341824,61.27879,0.27472523,0.25030506,133.76808
26/05/2023 16:55,60.05407,55.341824,61.27879,0.2991454,0.26251513,133.74254
26/05/2023 16:55,60.05407,55.341824,61.27879,0.27472523,0.27472523,133.81758
26/05/2023 16:55,60.05407,55.341824,61.27879,0.2869353,0.26251513,133.81758
26/05/2023 16:55,60.05407,55.341824,61.27879,0.31135547,0.27472523,133.81758
26/05/2023 16:55,60.02801,55.341824,61.27879,0.2869353,0.27472523,133.81758
26/05/2023 16:56,60.02801,55.341824,61.30484,0.2991454,0.27472523,133.79202
26/05/2023 16:56,60.02801,55.341824,61.30484,0.2991454,0.27472523,133.76646
26/05/2023 16:56,60.02801,55.341824,61.30484,0.2991454,0.26251513,133.7904
26/05/2023 16:56,60.02801,55.341824,61.30484,0.2991454,0.2869353,133.73929
26/05/2023 16:56,60.02801,55.341824,61.30484,0.2869353,0.27472523,133.71376
26/05/2023 16:56,60.02801,55.341824,61.30484,0.2991454,0.26251513,133.6882
26/05/2023 16:57,60.02801,55.341824,61.30484,0.31135547,0.2869353,133.63712
26/05/2023 16:57,60.02801,55.315823,61.30484,0.2991454,0.26251513,133.68661
26/05/2023 16:57,60.02801,55.315823,61.30484,0.2869353,0.2869353,133.66106
26/05/2023 16:57,60.02801,55.315823,61.30484,0.2869353,0.27472523,133.58601
26/05/2023 16:57,60.02801,55.315823,61.30484,0.2991454,0.27472523,133.71057
26/05/2023 16:57,60.02801,55.315823,61.30484,0.2869353,0.2869353,133.63551
26/05/2023 16:58,60.02801,55.315823,61.30484,0.2869353,0.26251513,133.60999
26/05/2023 16:58,60.02801,55.289803,61.30484,0.27472523,0.27472523,133.68504
26/05/2023 16:58,60.02801,55.289803,61.30484,0.31135547,0.27472523,133.65948
26/05/2023 16:58,60.02801,55.289803,61.30484,0.2991454,0.27472523,133.63394
26/05/2023 16:58,60.02801,55.289803,61.30484,0.2991454,0.2869353,133.6084
26/05/2023 16:58,60.02801,55.289803,61.30484,0.2869353,0.27472523,133.55733
26/05/2023 16:59,60.02801,55.289803,61.30484,0.2869353,0.27472523,133.55733
26/05/2023 16:59,60.02801,55.263783,61.30484,0.2991454,0.26251513,133.55733
26/05/2023 16:59,60.02801,55.263783,61.30484,0.2991454,0.27472523,133.55733
26/05/2023 16:59,60.02801,55.263783,61.30484,0.2991454,0.2991454,133.68344
26/05/2023 16:59,60.02801,55.263783,61.30484,0.2869353,0.2869353,133.73453
26/05/2023 16:59,60.001953,55.23778,61.30484,0.2869353,0.27472523,133.78561
26/05/2023 17:00,60.001953,55.23778,61.30484,0.2991454,0.27472523,133.73611
26/05/2023 17:00,60.001953,55.21176,61.30484,0.31135547,0.2869353,133.83672
26/05/2023 17:00,60.001953,55.21176,61.30484,0.2991454,0.27472523,133.88782
26/05/2023 17:00,60.001953,55.21176,61.30484,0.31135547,0.27472523,133.86388
26/05/2023 17:00,60.001953,55.21176,61.30484,0.2869353,0.2991454,133.96446
26/05/2023 17:00,60.001953,55.18574,61.30484,0.2869353,0.2869353,134.0156
26/05/2023 17:01,60.001953,55.18574,61.30484,0.31135547,0.2869353,133.99164
26/05/2023 17:01,60.001953,55.18574,61.30484,0.2991454,0.27472523,134.09227
26/05/2023 17:01,60.001953,55.15972,61.30484,0.31135547,0.26251513,134.14339
26/05/2023 17:01,60.001953,55.15972,61.30484,0.2991454,0.2869353,134.19452
26/05/2023 17:01,60.001953,55.13372,61.30484,0.2991454,0.2869353,134.11945
26/05/2023 17:01,60.001953,55.13372,61.30484,0.2991454,0.2869353,134.19452
26/05/2023 17:02,60.001953,55.13372,61.30484,0.2869353,0.27472523,134.19452
26/05/2023 17:02,60.001953,55.1077,61.330906,0.31135547,0.2869353,134.19452
26/05/2023 17:02,60.001953,55.1077,61.30484,0.2869353,0.27472523,134.16895
26/05/2023 17:02,60.001953,55.1077,61.330906,0.2869353,0.2869353,134.14339
26/05/2023 17:02,60.001953,55.08168,61.30484,0.2991454,0.2869353,134.14339
26/05/2023 17:02,60.001953,55.08168,61.330906,0.2869353,0.27472523,134.11783
26/05/2023 17:03,60.001953,55.08168,61.330906,0.2869353,0.2869353,134.09227
26/05/2023 17:03,60.001953,55.05566,61.30484,0.32356495,0.27472523,134.14177
26/05/2023 17:03,60.001953,55.05566,61.330906,0.2991454,0.27472523,134.14177
26/05/2023 17:03,60.001953,55.029663,61.330906,0.2991454,0.26251513,134.14177
26/05/2023 17:03,60.001953,55.029663,61.330906,0.2991454,0.2869353,134.11621
26/05/2023 17:03,60.001953,55.029663,61.330906,0.2991454,0.27472523,134.19128
26/05/2023 17:04,60.001953,55.003643,61.330906,0.31135547,0.27472523,134.19128
26/05/2023 17:04,60.001953,55.003643,61.330906,0.2869353,0.27472523,134.11621
26/05/2023 17:04,60.001953,55.003643,61.330906,0.2991454,0.26251513,134.19128
26/05/2023 17:04,60.001953,54.977623,61.330906,0.2991454,0.27472523,134.19128
26/05/2023 17:04,60.001953,54.977623,61.330906,0.31135547,0.2869353,134.19128
26/05/2023 17:04,60.001953,54.977623,61.330906,0.2869353,0.27472523,134.19128
26/05/2023 17:05,60.001953,54.951626,61.330906,0.2991454,0.2869353,134.26636
26/05/2023 17:05,60.001953,54.951626,61.330906,0.2991454,0.27472523,134.16573
26/05/2023 17:05,60.001953,54.951626,61.330906,0.2869353,0.27472523,134.16573
26/05/2023 17:05,60.001953,54.925606,61.330906,0.2991454,0.27472523,134.16573
26/05/2023 17:05,60.001953,54.925606,61.330906,0.2991454,0.27472523,134.21523
26/05/2023 17:05,59.975914,54.925606,61.330906,0.2991454,0.27472523,134.14015
26/05/2023 17:06,60.001953,54.89959,61.330906,0.2991454,0.26251513,134.18965
26/05/2023 17:06,60.001953,54.89959,61.330906,0.2869353,0.27472523,134.1146
26/05/2023 17:06,60.001953,54.89959,61.330906,0.2869353,0.27472523,134.1146
26/05/2023 17:06,60.001953,54.89959,61.330906,0.27472523,0.27472523,134.16411
26/05/2023 17:06,60.001953,54.87357,61.330906,0.2991454,0.27472523,134.08905
